t_s,q_deg,dq_deg_s,omega_rad_s,I_cmd_A,I_meas_A,adc,F_N,tau_Nm,mode
25988.218273163,-206.455078125,-12.0,-0.20943951023931956,200,197,817,1.7461640619041674,0.21827050773802092,RETURN
25988.22216307,-206.91650390625,-11.3,-0.19722220547535926,200,198,817,1.7559694866618198,0.21949618583272748,RETURN
25988.226156101,-207.333984375,-11.100000000000001,-0.1937315469713706,200,213,817,1.763323555230059,0.22041544440375738,RETURN
25988.23015534,-207.79541015625,-11.3,-0.19722220547535926,200,191,817,1.7688391066562386,0.22110488833202982,RETURN
25988.234154357,-208.2568359375,-12.200000000000001,-0.21293016874330822,200,217,817,1.7729757702258728,0.2216219712782341,RETURN
25988.238157477,-208.740234375,-11.9,-0.20769418098732523,200,190,817,1.7760782679030986,0.22200978348788733,RETURN
25988.242175078,-209.2236328125,-10.8,-0.1884955592153876,200,188,817,1.7784051411610184,0.2223006426451273,RETURN
25988.246170129,-209.68505859375,-10.9,-0.19024088846738194,200,214,873,1.8107444217508313,0.2263430527188539,RETURN
25988.250374387,-210.1904296875,-11.600000000000001,-0.20245819323134226,200,212,873,1.8349988821931909,0.22937486027414886,RETURN
25988.25419141,-210.673828125,-11.600000000000001,-0.20245819323134226,200,203,873,1.8531897275249605,0.23164871594062006,RETURN
25988.258342775,-211.09130859375,-11.200000000000001,-0.19547687622336493,200,190,873,1.8668328615237877,0.23335410769047346,RETURN
25988.262309793,-211.552734375,-10.9,-0.19024088846738194,200,186,873,1.8770652120229083,0.23463315150286354,RETURN
25988.266360968,-211.9921875,-11.100000000000001,-0.1937315469713706,200,224,873,1.8847394748972486,0.23559243436215607,RETURN
25988.270172605,-212.45361328125,-11.600000000000001,-0.20245819323134226,200,185,873,1.8904951720530039,0.23631189650662549,RETURN
25988.27427502,-212.89306640625,-11.600000000000001,-0.20245819323134226,200,208,873,1.8948119449198204,0.23685149311497755,RETURN
25988.278281504,-213.37646484375,-11.600000000000001,-0.20245819323134226,200,184,873,1.8980495245699325,0.23725619057124156,RETURN
25988.282223653,-213.81591796875,-11.600000000000001,-0.20245819323134226,200,212,873,1.9004777093075167,0.2375597136634396,RETURN
25988.286206713,-214.29931640625,-11.600000000000001,-0.20245819323134226,200,207,873,1.9022988478607048,0.2377873559825881,RETURN
25988.290335563,-214.78271484375,-11.5,-0.2007128639793479,200,199,873,1.9036647017755959,0.23795808772194948,RETURN
25988.294333547,-215.244140625,-10.700000000000001,-0.18675022996339327,200,212,873,1.9046890922117645,0.23808613652647057,RETURN
25988.298328011,-215.66162109375,-10.5,-0.1832595714594046,200,179,741,1.8333426603010112,0.2291678325376264,RETURN
25988.302320916,-216.123046875,-10.8,-0.1884955592153876,200,215,741,1.779832836367946,0.22247910454599326,RETURN
25988.306313954,-216.5625,-11.5,-0.2007128639793479,200,189,741,1.7397004684181474,0.21746255855226843,RETURN
25988.310174475,-217.0458984375,-12.200000000000001,-0.21293016874330822,200,205,741,1.7096011924557983,0.2137001490569748,RETURN
25988.314165352,-217.50732421875,-11.8,-0.2059488517353309,200,188,741,1.6870267354840367,0.2108783419355046,RETURN
25988.318180785,-217.99072265625,-12.4,-0.21642082724729686,200,197,741,1.6700958927552152,0.2087619865944019,RETURN
25988.322313249,-218.51806640625,-12.600000000000001,-0.21991148575128555,200,215,741,1.6573977607085992,0.2071747200885749,RETURN
25988.326344478,-219.0673828125,-12.600000000000001,-0.21991148575128555,200,204,741,1.6478741616736372,0.20598427020920465,RETURN
25988.330383995,-219.57275390625,-11.8,-0.2059488517353309,200,203,741,1.6407314623974159,0.20509143279967698,RETURN
25988.334216361,-220.01220703125,-11.5,-0.2007128639793479,200,184,741,1.6353744379402495,0.2044218047425312,RETURN
25988.338353038,-220.45166015625,-11.5,-0.2007128639793479,200,205,741,1.6313566695973751,0.2039195836996719,RETURN
25988.34221307,-220.93505859375,-12.0,-0.20943951023931956,200,199,741,1.6283433433402192,0.2035429179175274,RETURN
25988.346176145,-221.41845703125,-12.600000000000001,-0.21991148575128555,200,205,741,1.6260833486473523,0.20326041858091903,RETURN
25988.350166126,-221.90185546875,-12.3,-0.21467549799530256,200,197,947,1.7369310291125748,0.21711637863907185,RETURN
25988.354172969,-222.4072265625,-12.3,-0.21467549799530256,200,197,947,1.820066789461492,0.2275083486826865,RETURN
25988.358180594,-222.91259765625,-13.0,-0.22689280275926285,200,198,947,1.8824186097231794,0.23530232621539743,RETURN
25988.362325797,-223.43994140625,-12.600000000000001,-0.21991148575128555,200,200,947,1.929182474919445,0.24114780936493063,RETURN
25988.366307521,-223.96728515625,-12.0,-0.20943951023931956,200,202,947,1.9642553738166444,0.24553192172708055,RETURN
25988.370337949,-224.40673828125,-11.5,-0.2007128639793479,200,194,947,1.990560047989544,0.248820005998693,RETURN
25988.374270187,-224.89013671875,-11.5,-0.2007128639793479,200,203,947,2.0102885536192185,0.2512860692024023,RETURN
25988.378398331,-225.37353515625,-12.0,-0.20943951023931956,200,201,947,2.0250849328414744,0.2531356166051843,RETURN
25988.382306003,-225.85693359375,-12.200000000000001,-0.21293016874330822,200,200,947,2.0361822172581663,0.2545227771572708,RETURN
25988.386167907,-226.3623046875,-12.3,-0.21467549799530256,200,201,947,2.0445051805706855,0.2555631475713357,RETURN
25988.390313438,-226.82373046875,-12.4,-0.21642082724729686,200,202,947,2.0507474030550745,0.2563434253818843,RETURN
25988.394335839,-227.373046875,-13.3,-0.23212879051524585,200,204,947,2.055429069918367,0.25692863373979585,RETURN
25988.398338562,-227.900390625,-12.600000000000001,-0.21991148575128555,200,200,947,2.0589403200658354,0.2573675400082294,RETURN
25988.402313215,-228.40576171875,-11.9,-0.20769418098732523,200,200,967,2.0725002311215706,0.2590625288901963,RETURN
25988.406217988,-228.9111328125,-11.9,-0.20769418098732523,200,203,967,2.0826701644133716,0.26033377055167145,RETURN
25988.41034247,-229.3505859375,-12.200000000000001,-0.21293016874330822,200,201,967,2.0902976143822225,0.2612872017977778,RETURN
25988.414340498,-229.8779296875,-12.3,-0.21467549799530256,200,203,967,2.0960182018588607,0.2620022752323576,RETURN
25988.418335617,-230.38330078125,-12.600000000000001,-0.21991148575128555,200,200,967,2.1003086424663397,0.26253858030829247,RETURN
25988.422336343,-230.91064453125,-12.700000000000001,-0.22165681500327988,200,199,967,2.1035264729219483,0.26294080911524353,RETURN
25988.426311161,-231.43798828125,-13.3,-0.23212879051524585,200,199,967,2.1059398457636553,0.2632424807204569,RETURN
25988.430327534,-231.96533203125,-13.0,-0.22689280275926285,200,201,967,2.1077498753949353,0.2634687344243669,RETURN
25988.434261592,-232.470703125,-12.3,-0.21467549799530256,200,198,967,2.1091073976183954,0.2636384247022994,RETURN
25988.438289276,-232.9541015625,-12.4,-0.21642082724729686,200,201,967,2.11012553928599,0.26376569241074876,RETURN
25988.442298321,-233.4375,-11.8,-0.2059488517353309,200,199,967,2.110889145536686,0.26386114319208576,RETURN
25988.446293081,-233.94287109375,-12.200000000000001,-0.21293016874330822,200,208,967,2.1114618502247087,0.2639327312780886,RETURN
25988.450335923,-234.4482421875,-12.200000000000001,-0.21293016874330822,200,193,967,2.1118913787407254,0.2639864223425907,RETURN
25988.454358038,-234.931640625,-11.9,-0.20769418098732523,200,213,105,1.6412825196424936,0.2051603149553117,RETURN
25988.458209723,-235.43701171875,-12.600000000000001,-0.21991148575128555,200,195,3,1.23260086074864,0.15407510759358,RETURN
25988.46231267,-235.92041015625,-12.600000000000001,-0.21991148575128555,200,212,3,0.9260896165782501,0.11576120207228126,RETURN
25988.466299927,-236.40380859375,-12.700000000000001,-0.22165681500327988,200,192,3,0.6962061834504576,0.0870257729313072,RETURN
25988.470183532,-236.88720703125,-12.200000000000001,-0.21293016874330822,200,206,3,0.5237936086046131,0.06547420107557664,RETURN
25988.474171233,-237.37060546875,-11.9,-0.20769418098732523,200,210,3,0.3944841774702298,0.049310522183778724,RETURN
25988.478166934,-237.83203125,-11.8,-0.2059488517353309,200,191,3,0.29750210411944233,0.03718776301493029,RETURN
25988.482171024,-238.3154296875,-11.8,-0.2059488517353309,200,221,3,0.22476554910635171,0.028095693638293964,RETURN
25988.486172946,-238.82080078125,-11.9,-0.20769418098732523,200,192,3,0.17021313284653378,0.021276641605816722,RETURN
25988.490165124,-239.30419921875,-12.200000000000001,-0.21293016874330822,200,182,3,0.1292988206516703,0.01616235258145879,RETURN
25988.494167107,-239.8095703125,-12.3,-0.21467549799530256,200,196,3,0.09861308650552274,0.012326635813190342,RETURN
25988.498246447,-240.31494140625,-12.600000000000001,-0.21991148575128555,200,210,3,0.07559878589591205,0.009449848236989007,RETURN
25988.502205308,-240.84228515625,-12.9,-0.22514747350726852,200,186,3,0.058338060438704036,0.0072922575548380044,RETURN
25988.506233915,-241.34765625,-12.4,-0.21642082724729686,200,220,1,0.044299869001284686,0.005537483625160586,RETURN
25988.510182446,-241.85302734375,-12.4,-0.21642082724729686,200,195,457,0.28289481997225885,0.035361852496532356,RETURN
25988.51417419,-242.3583984375,-12.4,-0.21642082724729686,200,189,457,0.4618410332004894,0.05773012915006118,RETURN
25988.518193967,-242.841796875,-13.100000000000001,-0.22863813201125718,200,214,457,0.5960506931216624,0.0745063366402078,RETURN
25988.52218247,-243.369140625,-12.700000000000001,-0.22165681500327988,200,195,457,0.6967079380625419,0.08708849225781774,RETURN
25988.526224506,-243.87451171875,-13.100000000000001,-0.22863813201125718,200,174,457,0.7722008717682017,0.09652510897102522,RETURN
25988.530310526,-244.40185546875,-13.0,-0.22689280275926285,200,206,457,0.8288205720474465,0.10360257150593082,RETURN
25988.534309211,-244.92919921875,-12.3,-0.21467549799530256,200,192,457,0.8712853472568802,0.10891066840711003,RETURN
25988.538297231,-245.390625,-11.5,-0.2007128639793479,200,212,457,0.9031339286639555,0.11289174108299443,RETURN
25988.542324783,-245.85205078125,-10.5,-0.1832595714594046,200,191,457,0.9270203647192619,0.11587754558990773,RETURN
25988.546360093,-246.3134765625,-11.100000000000001,-0.1937315469713706,200,195,457,0.9449351917607417,0.11811689897009271,RETURN
25988.550284444,-246.7529296875,-10.9,-0.19024088846738194,200,203,457,0.9583713120418516,0.11979641400523144,RETURN
25988.554184065,-247.1923828125,-10.700000000000001,-0.18675022996339327,200,194,457,0.9684484022526839,0.12105605028158549,RETURN
25988.558159439,-247.60986328125,-11.200000000000001,-0.19547687622336493,200,196,1,0.7268826253617696,0.0908603281702212,RETURN
25988.5621843,-248.04931640625,-11.200000000000001,-0.19547687622336493,200,198,475,0.8046657133432426,0.10058321416790532,RETURN
25988.566173523,-248.5107421875,-11.200000000000001,-0.19547687622336493,200,198,475,0.8630030293293471,0.10787537866616839,RETURN
25988.570318591,-248.97216796875,-11.8,-0.2059488517353309,200,198,475,0.9067560163189257,0.11334450203986571,RETURN
25988.574336953,-249.43359375,-10.8,-0.1884955592153876,200,200,475,0.9395707565611094,0.11744634457013868,RETURN
25988.578233375,-249.85107421875,-10.100000000000001,-0.1762782544514273,200,199,475,0.9641818117427474,0.12052272646784343,RETURN
25988.582332225,-250.20263671875,-8.700000000000001,-0.1518436449235067,200,195,475,0.9826401031289758,0.12283001289112197,RETURN
25988.58635559,-250.576171875,-8.9,-0.15533430342749532,200,204,475,0.996483821668647,0.12456047770858088,RETURN
25988.590187738,-250.94970703125,-9.700000000000001,-0.16929693744344998,200,199,475,1.0068666105734005,0.12585832632167507,RETURN
25988.594164226,-251.3232421875,-9.8,-0.1710422666954443,200,199,475,1.0146537022519655,0.1268317127814957,RETURN
25988.598171819,-251.69677734375,-9.700000000000001,-0.16929693744344998,200,198,475,1.0204940210108893,0.12756175262636116,RETURN
25988.602319397,-252.0703125,-10.0,-0.17453292519943295,200,191,475,1.0248742600800824,0.1281092825100103,RETURN
25988.606191221,-252.509765625,-10.4,-0.18151424220741028,200,201,475,1.028159439381977,0.12851992992274713,RETURN
25988.61022828,-252.9052734375,-10.4,-0.18151424220741028,200,191,475,1.030623323858398,0.12882791548229974,RETURN
25988.61429919,-253.3447265625,-10.200000000000001,-0.17802358370342164,200,201,1629,1.6629287549999037,0.20786609437498796,RETURN
25988.618195496,-253.71826171875,-9.4,-0.16406094968746698,200,200,1629,2.137157828356033,0.2671447285445041,RETURN
25988.622199659,-254.0478515625,-8.6,-0.15009831567151233,200,198,1629,2.49282963337313,0.31160370417164124,FORCE
25988.626164542,-254.37744140625,-7.800000000000001,-0.13613568165555773,200,202,1629,2.759583487135952,0.344947935891994,FORCE
25988.630233285,-254.68505859375,-7.6000000000000005,-0.13264502315156906,200,203,1629,2.9596488774580694,0.36995610968225867,FORCE
25988.634182496,-255.0146484375,-8.1,-0.1413716694115407,200,201,1629,3.109697920199657,0.38871224002495713,FORCE
25988.638274058,-255.322265625,-8.1,-0.1413716694115407,200,192,1629,3.222234702255848,0.402779337781981,FORCE
25988.642297241,-255.673828125,-8.200000000000001,-0.14311699866353503,200,198,1629,3.3066372887979916,0.41332966109974895,FORCE
25988.646397694,-256.025390625,-8.5,-0.14835298641951802,200,199,1629,3.369939228704599,0.42124240358807485,FORCE
25988.650381451,-256.39892578125,-9.0,-0.15707963267948966,200,198,1629,3.4174156836345544,0.4271769604543193,FORCE
25988.65421644,-256.79443359375,-9.0,-0.15707963267948966,200,199,1629,3.4530230248320213,0.43162787810400266,FORCE
25988.65837639,-257.14599609375,-9.600000000000001,-0.16755160819145565,200,199,1629,3.4797285307301205,0.43496606634126506,FORCE
25988.66221603,-257.51953125,-9.200000000000001,-0.16057029118347835,200,203,1629,3.4997576601536964,0.43746970751921205,FORCE
25988.666398041,-257.84912109375,-8.3,-0.14486232791552936,200,195,1480,3.433377280055134,0.42917216000689173,FORCE
25988.67020114,-258.22265625,-8.200000000000001,-0.14311699866353503,200,196,1480,3.3835919949812125,0.42294899937265157,FORCE
25988.674200869,-258.486328125,-7.9,-0.13788101090755203,200,193,1480,3.3462530311757717,0.41828162889697146,FORCE
25988.678172652,-258.81591796875,-7.9,-0.13788101090755203,200,203,1480,3.318248808321691,0.4147811010402114,FORCE
25988.682198084,-259.12353515625,-7.9,-0.13788101090755203,200,205,1480,3.29724564118113,0.41215570514764127,FORCE
25988.686309025,-259.47509765625,-8.5,-0.14835298641951802,200,211,1480,3.2814932658257097,0.4101866582282137,FORCE
25988.690328348,-259.8486328125,-9.200000000000001,-0.16057029118347835,200,218,1480,3.2696789843091447,0.4087098730386431,FORCE
25988.694312951,-260.244140625,-9.600000000000001,-0.16755160819145565,200,190,1480,3.2608182731717212,0.40760228414646515,FORCE
25988.698329636,-260.61767578125,-10.100000000000001,-0.1762782544514273,200,200,1480,3.254172739818653,0.40677159247733163,FORCE
25988.702319818,-261.03515625,-10.4,-0.18151424220741028,200,219,1480,3.249188589803852,0.4061485737254815,FORCE
25988.706302168,-261.474609375,-10.9,-0.19024088846738194,200,214,1480,3.245450477292751,0.4056813096615939,FORCE
25988.710182213,-261.9140625,-11.200000000000001,-0.19547687622336493,200,200,1480,3.242646892909426,0.40533086161367826,FORCE
25988.7141688,-262.3095703125,-10.8,-0.1884955592153876,200,204,1480,3.2405442046219313,0.4050680255777414,FORCE
25988.718172116,-262.72705078125,-10.4,-0.18151424220741028,200,215,677,2.80026927958421,0.35003365994802627,FORCE
25988.722166769,-263.14453125,-10.0,-0.17453292519943295,200,215,677,2.4700630858059185,0.3087578857257398,FORCE
25988.726338736,-263.5400390625,-10.4,-0.18151424220741028,200,214,677,2.2224084404722,0.277801055059025,FORCE
25988.730339301,-264.00146484375,-10.200000000000001,-0.17802358370342164,200,212,677,2.0366674564719114,0.2545834320589889,FORCE
25988.734370705,-264.44091796875,-10.200000000000001,-0.17802358370342164,200,192,677,1.897361718471695,0.2371702148089619,FORCE
25988.73833471,-264.88037109375,-10.700000000000001,-0.18675022996339327,200,184,677,1.7928824149715326,0.22411030187144157,FORCE
25988.742297093,-265.2978515625,-10.8,-0.1884955592153876,200,204,677,1.714522937346411,0.21431536716830138,FORCE
25988.746295426,-265.71533203125,-11.3,-0.19722220547535926,200,184,677,1.6557533291275695,0.20696916614094618,FORCE
25988.750221787,-266.19873046875,-11.3,-0.19722220547535926,200,201,677,1.6116761229634384,0.2014595153704298,FORCE
25988.754195858,-266.6162109375,-10.5,-0.1832595714594046,200,192,677,1.5786182183403403,0.19732727729254254,FORCE
25988.758293188,-267.03369140625,-9.700000000000001,-0.16929693744344998,200,187,677,1.5538247898730164,0.19422809873412705,FORCE
25988.762319343,-267.4072265625,-9.3,-0.16231562043547265,200,206,677,1.5352297185225234,0.19190371481531543,FORCE
25988.766187977,-267.82470703125,-9.8,-0.1710422666954443,200,194,677,1.521283415009654,0.19016042687620674,FORCE
25988.770265604,-268.17626953125,-9.8,-0.1710422666954443,200,182,863,1.6124398904147412,0.20155498630184265,FORCE
25988.774307275,-268.57177734375,-9.600000000000001,-0.16755160819145565,200,210,863,1.6808072469685567,0.21010090587106958,FORCE
25988.778198234,-268.96728515625,-9.4,-0.16406094968746698,200,188,863,1.7320827643839183,0.21651034554798979,FORCE
25988.782232394,-269.31884765625,-8.6,-0.15009831567151233,200,184,863,1.7705394024454393,0.2213174253056799,FORCE
25988.786181607,-269.71435546875,-9.700000000000001,-0.16929693744344998,200,216,863,1.7993818809915805,0.22492273512394756,FORCE
25988.790166599,-270.087890625,-9.8,-0.1710422666954443,200,184,863,1.8210137399011859,0.22762671748764823,FORCE
25988.794169182,-270.4833984375,-9.8,-0.1710422666954443,200,211,863,1.8372376340833902,0.22965470426042378,FORCE
25988.798280992,-270.8349609375,-8.5,-0.14835298641951802,200,192,863,1.8494055547200434,0.23117569434000543,FORCE
25988.8022956,-271.1865234375,-8.200000000000001,-0.14311699866353503,200,186,863,1.8585314951975334,0.23231643689969167,FORCE
25988.806367013,-271.51611328125,-8.1,-0.1413716694115407,200,206,863,1.8653759505556509,0.23317199381945636,FORCE
25988.810317149,-271.845703125,-8.1,-0.1413716694115407,200,190,863,1.8705092920742388,0.23381366150927985,FORCE
25988.81434879,-272.17529296875,-8.1,-0.1413716694115407,200,197,863,1.8743592982131798,0.23429491227664748,FORCE
25988.818218542,-272.5048828125,-8.200000000000001,-0.14311699866353503,200,198,863,1.8772468028173857,0.2346558503521732,FORCE
25988.82234349,-272.83447265625,-7.6000000000000005,-0.13264502315156906,200,197,1145,2.033475706846919,0.25418446335586486,FORCE
25988.826191643,-273.18603515625,-8.1,-0.1413716694115407,200,201,1145,2.1506473848690693,0.26883092310863366,FORCE
25988.830172208,-273.4716796875,-7.9,-0.13788101090755203,200,197,1145,2.2385261433856822,0.2798157679232103,FORCE
25988.834259031,-273.779296875,-7.6000000000000005,-0.13264502315156906,200,198,1145,2.3044352122731415,0.2880544015341427,FORCE
25988.838277792,-274.0869140625,-7.4,-0.1291543646475804,200,197,1145,2.353867013938736,0.294233376742342,FORCE
25988.842300902,-274.39453125,-6.800000000000001,-0.11868238913561442,200,200,1145,2.390940865187932,0.2988676081484915,FORCE
25988.846297359,-274.68017578125,-7.0,-0.12217304763960307,200,199,1145,2.418746253624829,0.30234328170310365,FORCE
25988.850341394,-274.94384765625,-6.4,-0.1117010721276371,200,202,1145,2.439600294952502,0.30495003686906275,FORCE
25988.85432766,-275.20751953125,-6.0,-0.10471975511965978,200,207,1145,2.4552408259482568,0.3069051032435321,FORCE
25988.858226647,-275.42724609375,-5.4,-0.0942477796076938,200,199,1145,2.466971224195072,0.308371403024384,FORCE
25988.862289422,-275.64697265625,-5.300000000000001,-0.09250245035569948,200,202,1145,2.4757690228801836,0.30947112786002295,FORCE
25988.86618384,-275.8447265625,-4.9,-0.08552113334772216,200,199,1145,2.482367371894018,0.3102959214867522,FORCE
25988.870167891,-276.0205078125,-4.9,-0.08552113334772216,200,203,1145,2.4873161336543927,0.3109145167067991,FORCE
25988.874175117,-276.21826171875,-4.9,-0.08552113334772216,200,201,0,1.8654871002407947,0.23318588753009933,FORCE
25988.878272733,-276.416015625,-4.800000000000001,-0.08377580409572782,200,203,0,1.3991153251805961,0.17488941564757451,FORCE
25988.882284399,-276.56982421875,-3.9000000000000004,-0.06806784082777886,200,201,0,1.049336493885447,0.13116706173568088,RETURN
25988.88630765,-276.74560546875,-3.5,-0.061086523819801536,200,194,0,0.7870023704140853,0.09837529630176066,RETURN
25988.890312574,-276.87744140625,-3.0,-0.05235987755982989,200,200,0,0.590251777810564,0.0737814722263205,RETURN
25988.894308456,-276.9873046875,-2.7,-0.0471238898038469,200,184,0,0.44268883335792303,0.05533610416974038,RETURN
25988.898341178,-277.05322265625,-1.6,-0.027925268031909273,200,201,0,0.33201662501844226,0.04150207812730528,RETURN
25988.902290013,-277.09716796875,0.0,0.0,200,198,0,0.2490124687638317,0.031126558595478963,RETURN
25988.906188586,-277.119140625,0.0,0.0,200,198,0,0.1867593515728738,0.023344918946609224,RETURN
25988.910170836,-277.119140625,0.0,0.0,200,195,0,0.14006951367965534,0.017508689209956917,RETURN
25988.914236663,-277.09716796875,0.0,0.0,200,197,0,0.1050521352597415,0.013131516907467687,RETURN
25988.918270465,-277.05322265625,1.2000000000000002,0.020943951023931956,200,198,0,0.07878910144480612,0.009848637680600765,RETURN
25988.92227825,-276.96533203125,1.7000000000000002,0.029670597283903605,200,199,0,0.059091826083604596,0.0073864782604505744,RETURN
25988.926295904,-276.87744140625,1.6,0.027925268031909273,200,196,149,0.12572109672894632,0.01571513709111829,RETURN
25988.930306263,-276.767578125,3.0,0.05235987755982989,200,198,149,0.17569304971295266,0.021961631214119082,RETURN
25988.934189355,-276.6357421875,3.8000000000000003,0.06632251157578453,200,189,149,0.21317201445095738,0.026646501806369672,RETURN
25988.938201523,-276.48193359375,4.3,0.07504915783575616,200,199,149,0.2412812380044609,0.030160154750557614,RETURN
25988.94221153,-276.26220703125,5.4,0.0942477796076938,200,198,149,0.2623631556695886,0.03279539445869858,RETURN
25988.946212601,-276.04248046875,5.6000000000000005,0.09773843811168247,200,199,149,0.27817459391843435,0.034771824239804294,RETURN
25988.950365745,-275.80078125,6.300000000000001,0.10995574287564278,200,211,149,0.2900331726050686,0.036254146575633577,RETURN
25988.954283726,-275.51513671875,7.0,0.12217304763960307,200,189,149,0.29892710662004435,0.03736588832750554,RETURN
25988.958297675,-275.2294921875,7.9,0.13788101090755203,200,196,149,0.3055975571312762,0.03819969464140952,RETURN
25988.962384269,-274.94384765625,7.2,0.12566370614359174,200,192,149,0.31060039501470005,0.038825049376837506,RETURN
25988.966328989,-274.63623046875,7.4,0.1291543646475804,200,197,149,0.3143525234272679,0.039294065428408485,RETURN
25988.970324571,-274.32861328125,7.6000000000000005,0.13264502315156906,200,197,149,0.3171666197366938,0.039645827467086725,RETURN
25988.974328251,-273.9990234375,8.5,0.14835298641951802,200,194,149,0.31927719196876325,0.039909648996095407,RETURN
25988.978322542,-273.62548828125,9.200000000000001,0.16057029118347835,200,197,852,0.70492566273925,0.08811570784240624,RETURN
25988.982317487,-273.2080078125,10.200000000000001,0.17802358370342164,200,197,852,0.9941620158171148,0.12427025197713935,RETURN
25988.986306008,-272.8125,10.5,0.1832595714594046,200,202,852,1.2110892806255136,0.1513861600781892,RETURN
25988.990238485,-272.39501953125,11.200000000000001,0.19547687622336493,200,190,852,1.3737847292318126,0.17172309115397658,RETURN
25988.994284463,-271.93359375,11.9,0.20769418098732523,200,207,852,1.495806315686537,0.18697578946081714,RETURN
25988.998282671,-271.42822265625,12.600000000000001,0.21991148575128555,200,206,852,1.5873225055275804,0.19841531319094755,RETURN
25989.00233648,-270.9228515625,12.3,0.21467549799530256,200,195,852,1.6559596479083627,0.20699495598854534,RETURN
25989.00630085,-270.41748046875,12.200000000000001,0.21293016874330822,200,213,852,1.7074375046939494,0.21342968808674367,RETURN
25989.010179196,-269.912109375,12.700000000000001,0.22165681500327988,200,185,852,1.7460458972831396,0.21825573716039245,RETURN
25989.014183245,-269.4287109375,13.100000000000001,0.22863813201125718,200,228,852,1.775002191725032,0.221875273965629,RETURN
25989.018283264,-268.87939453125,13.4,0.23387411976724015,200,184,852,1.7967194125564514,0.22458992656955643,RETURN
25989.022297738,-268.330078125,13.5,0.23561944901923448,200,207,852,1.813007328180016,0.226625916022502,RETURN
25989.026160638,-267.7587890625,14.5,0.2530727415391778,200,193,852,1.8252232648976894,0.22815290811221117,RETURN
25989.03016154,-267.16552734375,15.600000000000001,0.27227136331111546,200,200,1004,1.9174264156189573,0.23967830195236967,RETURN
25989.034282054,-266.50634765625,15.700000000000001,0.27401669256310973,200,211,1004,1.9865787786599083,0.24832234733248854,RETURN
25989.038285622,-265.869140625,16.2,0.2827433388230814,200,191,1004,2.0384430509406215,0.2548053813675777,RETURN
25989.042314266,-265.2099609375,16.6,0.2897246558310587,200,202,1004,2.0773412551511563,0.25966765689389454,RETURN
25989.046294428,-264.5068359375,16.8,0.2932153143350474,200,208,1004,2.1065149083090575,0.2633143635386322,RETURN
25989.05030533,-263.82568359375,17.5,0.30543261909900765,200,182,1004,2.1283951481774834,0.26604939352218543,RETURN
25989.054302324,-263.07861328125,18.6,0.3246312408709453,200,195,1004,2.144805328078803,0.2681006660098504,RETURN
25989.058321527,-262.33154296875,18.400000000000002,0.3211405823669567,200,220,1004,2.157112963004793,0.2696391203755991,RETURN
25989.062217544,-261.62841796875,17.900000000000002,0.31241393610698504,200,184,1004,2.166343689199285,0.27079296114991064,RETURN
25989.066199446,-260.9033203125,18.900000000000002,0.3298672286269283,200,215,1004,2.1732667338451543,0.2716583417306443,RETURN
25989.070168821,-260.15625,19.6,0.3420845333908886,200,182,1004,2.1784590173295557,0.27230737716619446,RETURN
25989.074160733,-259.38720703125,19.5,0.34033920413889424,200,206,1004,2.182353229942857,0.27279415374285715,RETURN
25989.078172421,-258.57421875,20.8,0.36302848441482055,200,188,1004,2.1852738894028336,0.2731592361753542,RETURN
25989.082262571,-257.76123046875,20.0,0.3490658503988659,200,197,1067,2.221882775349985,0.2777353469187481,FORCE
25989.086262233,-256.92626953125,20.0,0.3490658503988659,200,197,1067,2.2493394398103486,0.28116742997629357,FORCE
25989.090314695,-256.09130859375,21.8,0.38048177693476387,200,197,1067,2.2699319381556218,0.2837414922694527,FORCE
25989.094321835,-255.146484375,22.700000000000003,0.39618974020271286,200,199,1067,2.2853763119145762,0.28567203898932203,FORCE
25989.098331632,-254.267578125,22.5,0.39269908169872414,200,196,1067,2.2969595922337924,0.28711994902922405,FORCE
25989.10218968,-253.388671875,21.900000000000002,0.3822271061867582,200,199,1067,2.3056470524732045,0.28820588155915056,FORCE
25989.106266964,-252.5537109375,21.900000000000002,0.3822271061867582,200,199,1067,2.3121626476527637,0.28902033095659546,FORCE
25989.110159662,-251.65283203125,22.5,0.39269908169872414,200,189,1067,2.317049344037433,0.28963116800467914,FORCE
25989.114271812,-250.77392578125,23.200000000000003,0.4049163864626845,200,198,1067,2.320714366325935,0.2900892957907419,FORCE
25989.118263823,-249.78515625,23.3,0.4066617157146788,200,198,1067,2.3234631330423117,0.29043289163028896,FORCE
25989.122276652,-248.90625,22.200000000000003,0.3874630939427412,200,210,1067,2.3255247080795938,0.2906905885099492,FORCE
25989.126284719,-247.96142578125,22.900000000000002,0.3996803987067015,200,200,1067,2.3270708893575556,0.29088386116969445,FORCE
25989.130307733,-247.0166015625,23.700000000000003,0.4136430327226562,200,201,1067,2.3282305253160267,0.29102881566450334,FORCE
25989.134246677,-246.02783203125,24.3,0.4241150082346221,200,208,911,2.243873759412841,0.2804842199266051,FORCE
25989.138305076,-245.0390625,24.0,0.4188790204786391,200,188,911,2.180606184985451,0.2725757731231814,FORCE
25989.142204707,-244.13818359375,23.6,0.4118977034706618,200,220,911,2.1331555041649093,0.26664443802061366,FORCE
25989.1462828,-243.2373046875,23.3,0.4066617157146788,200,200,911,2.0975674935495023,0.2621959366936878,FORCE
